Plant name - Argentina,Unit No.,Type,Model,Status,Capacity (MW),Begin building,Commercial operation,Closed
Lufeng,3,PWR,CAP-1000,Planned,1100,,,
Lufeng,4,PWR,CAP-1000,Planned,1100,,,
Lufeng,5,PWR,Hualong One,Under construction,1000,8 Sep 2022[36],,
Lufeng,6,PWR,Hualong One,Under construction,1000,26 Aug 2023[37],,
Ningde,1,PWR,CPR-1000,Operational,1018,18 Feb 2008,15 Apr 2013,
Ningde,2,PWR,CPR-1000,Operational,1018,12 Nov 2008,4 May 2014,
Ningde,3,PWR,CPR-1000,Operational,1018,8 Jan 2010,10 Jun 2015,
Ningde,4,PWR,CPR-1000,Operational,1018,29 Sep 2010,29 Mar 2016,
Ningde,5,PWR,Hualong One,Planned,1080,,,
Ningde,6,PWR,Hualong One,Planned,1080,,,
Pengze,1,PWR,CAP-1000,Planned,1100,,,
Pengze,2,PWR,CAP-1000,Planned,1100,,,
Qinshan,I-1,PWR,CNP-300,Operational,308,20 Mar 1985,1 Apr 1994,
Qinshan,II-1,PWR,CNP-600,Operational,610,2 Jun 1996,15 Apr 2002,
Qinshan,II-2,PWR,CNP-600,Operational,610,1 Apr 1997,3 May 2004,
Qinshan,II-3,PWR,CNP-600,Operational,619,28 Apr 2006,5 Oct 2010,
Qinshan,II-4,PWR,CNP-600,Operational,619,28 Jan 2007,30 Dec 2011,
Qinshan,III-1,PHWR,CANDU-6,Operational,677,8 Jun 1998,31 Dec 2002,
Qinshan,III-2,PHWR,CANDU-6,Operational,677,25 Sep 1998,24 Jul 2003,
San'ao[38],1,PWR,Hualong One,Under construction,1117,31 Dec 2020,,
San'ao[38],2,PWR,Hualong One,Under construction,1000,30 Dec 2021[39],,
Sanmen,1,PWR,AP1000,Operational,1157,19 Apr 2009,21 Sep 2018[40],
Sanmen,2,PWR,AP1000,Operational,1157,15 Dec 2009,5 Nov 2018[41],
Sanmen,3,PWR,CAP-1000,Under construction,1163,28 Jun 2022[42],,
Sanmen,4,PWR,CAP-1000,Under construction,1100,22 Mar 2023[43],,
Shidaowan,I-1,HTGR,HTR-PM,Operational,200,9 Dec 2012,6 Dec 2023[44],
Shidaowan,II-1,PWR,CAP-1400,Planned,1500,,,
Shidaowan,II-2,PWR,CAP-1400,Planned,1500,,,
Taipingling,1,PWR,Hualong One,Under construction,1116,26 Dec 2019,,
Taipingling,2,PWR,Hualong One,Under construction,1116,15 Oct 2020[45],,
Taipingling,3,PWR,Hualong One,Planned,1116,,,
Taipingling,4,PWR,Hualong One,Planned,1116,,,
Taishan,1,PWR,EPR,Operational,1660,18 Nov 2009,14 Dec 2018[46],
Taishan,2,PWR,EPR,Operational,1660,15 Apr 2010,7 Sep 2019[47],
Taishan,3,PWR,EPR,Planned,1660,,,
Taishan,4,PWR,EPR,Planned,1660,,,
Taohuajiang,1,PWR,CAP-1000,Planned,1100,,,
Taohuajiang,2,PWR,CAP-1000,Planned,1100,,,
Taohuajiang,3,PWR,CAP-1000,Planned,1100,,,
Taohuajiang,4,PWR,CAP-1000,Planned,1100,,,
Tianwan,1,PWR,VVER-1000/V-428,Operational,990,20 Oct 1999,17 May 2007,
Tianwan,2,PWR,VVER-1000/V-428,Operational,990,20 Sep 2000,16 Aug 2007,
Tianwan,3,PWR,VVER-1000/V-428M,Operational,1045,27 Dec 2012,14 Feb 2018,
Tianwan,4,PWR,VVER-1000/V-428M,Operational,1045,27 Sep 2013,22 Dec 2018[48],
Tianwan,5,PWR,ACPR-1000,Operational,1000,27 Dec 2015,8 Sep 2020[49],
Tianwan,6,PWR,ACPR-1000,Operational,1000,7 Sep 2016,3 Jun 2021[50],
Tianwan,7,PWR,VVER-1200/V-491,Under construction,1150,19 May 2021,(2027–2028),
Tianwan,8,PWR,VVER-1200/V-491,Under construction,1150,25 Feb 2022[51],(2027–2028),
Xianning,1,PWR,CAP-1000,Planned,1100,,,
Xianning,2,PWR,CAP-1000,Planned,1100,,,
Xiapu[52],I-1,SFR,CFR-600,Under construction,642,29 Dec 2017,(2024),
Xiapu[52],I-2,SFR,CFR-600,Under construction,642,27 Dec 2020[53],,
Xiapu[52],II-1,PWR,CAP-1000,Planned,1100,,,
Xiapu[52],II-2,PWR,CAP-1000,Planned,1100,,,
Xiapu[52],II-3,PWR,CAP-1000,Planned,1100,,,
Xiapu[52],II-4,PWR,CAP-1000,Planned,1100,,,
Xudabao,1,PWR,CAP-1000,Under construction,1250,15 Nov 2023[54],,
Xudabao,2,PWR,CAP-1000,Planned,1100,,,
Xudabao,3,PWR,VVER-1200/V-491,Under construction,1150,28 Jul 2021[55],(2027),
Xudabao,4,PWR,VVER-1200/V-491,Under construction,1150,19 May 2022[56],(2028),
Yangjiang,1,PWR,CPR-1000,Operational,1000,16 Dec 2008,25 Mar 2014,
Yangjiang,2,PWR,CPR-1000,Operational,1000,4 Jun 2009,8 Jun 2015,
Yangjiang,3,PWR,CPR-1000+,Operational,1000,15 Nov 2010,1 Jan 2016,
Yangjiang,4,PWR,CPR-1000+,Operational,1000,17 Nov 2012,15 Mar 2017,
Yangjiang,5,PWR,ACPR-1000,Operational,1000,18 Sep 2013,12 Jul 2018[57],
Yangjiang,6,PWR,ACPR-1000,Operational,1000,23 Dec 2013,24 Jul 2019,
Zhangzhou,1,PWR,Hualong One,Under construction,1126,16 Oct 2019[58],,
Zhangzhou,2,PWR,Hualong One,Under construction,1126,4 Sep 2020[45],,
Zhangzhou,3,PWR,Hualong One,Under construction,1126,22 Feb 2024,,
Zhangzhou,4,PWR,Hualong One,Planned,1000,,,
Plant name - Cuba,Unit No.,Type,Model,Status,Capacity (MW),Begin building,Commercial operation,Closed
Juragua,1,PWR,VVER-440/V-318,Unfinished,440,1983,,5 Sep 1992
Juragua,2,PWR,VVER-440/V-318,Unfinished,440,1985,,5 Sep 1992
Plant name - Czech Republic,Unit No.,Type,Model,Status,Capacity (MW),Begin building,Commercial operation,Closed
Dukovany,1,PWR,VVER-440/V-213,Operational,468,1 Jan 1979,3 May 1985,
Dukovany,2,PWR,VVER-440/V-213,Operational,471,1 Jan 1979,21 Mar 1986,
Dukovany,3,PWR,VVER-440/V-213,Operational,468,1 Mar 1979,20 Dec 1986,
Dukovany,4,PWR,VVER-440/V-213,Operational,471,1 Mar 1979,19 Jul 1987,
Dukovany,5,PWR,TBD,Planned,1200,,,
Dukovany,6,PWR,TBD,Planned,1200,,,
Temelín,1,PWR,VVER-1000/V-320,Operational,1003,1 Feb 1987,10 Jun 2002,
Temelín,2,PWR,VVER-1000/V-320,Operational,1003,1 Feb 1987,18 Apr 2003,
Temelín,3,PWR,TBD,Planned,1200,,,
Temelín,4,PWR,TBD,Planned,1200,,,
Plant name - Egypt,Unit No.,Type,Model,Status,Capacity (MW),Begin building,Commercial operation,Closed
El Dabaa,1,PWR,VVER-1200/V-529,Under construction,1200,20 Jul 2022[59],(2028),
El Dabaa,2,PWR,VVER-1200/V-529,Under construction,1200,19 Nov 2022[60],,
El Dabaa,3,PWR,VVER-1200/V-529,Under construction,1200,3 May 2023[61],,
El Dabaa,4,PWR,VVER-1200/V-529,Under construction,1200,23 Jan 2024,,
Plant name - Finland,Unit No.,Type,Model,Status,Capacity (MW)[62],Begin building,Commercial operation,Closed
Hanhikivi,1,PWR,VVER-1200/V-491,Cancelled,1200,(2023),(2029),2 May 2022[63][64]
Loviisa,1,PWR,VVER-440/V-213,Operational,507,1 May 1971,9 May 1977,
Loviisa,2,PWR,VVER-440/V-213,Operational,507,1 Aug 1972,5 Jan 1981,
Olkiluoto,1,BWR,"ASEA-III, BWR-2500",Operational,890,1 Feb 1974,10 Oct 1979,
Olkiluoto,2,BWR,"ASEA-III, BWR-2500",Operational,890,1 Nov 1975,10 Jul 1982[65],
Olkiluoto,3,PWR,EPR,Operational,1600,12 Aug 2005,16 Apr 2023[66],
Plant name - France,Unit No.,Type,Model,Status,Capacity (MW),Begin building,Commercial operation,Closed
Belleville,1,PWR,P4 REP 1300,Operational,1310,1 May 1980,1 Jun 1988,
Belleville,2,PWR,P4 REP 1300,Operational,1310,1 Aug 1980,1 Jan 1989,
Blayais,1,PWR,CP1,Operational,910,1 Jan 1977,1 Dec 1981,
Blayais,2,PWR,CP1,Operational,910,1 Jan 1977,1 Feb 1983,
Blayais,3,PWR,CP1,Operational,910,1 Apr 1978,14 Nov 1983,
Blayais,4,PWR,CP1,Operational,910,1 Apr 1978,1 Oct 1983,
Brennilis,1,HWGCR,,Shut down/in decommissioning,70,1 Jul 1962,1 Jun 1968,31 Jul 1985
Bugey,1,GCR,UNGG,Shut down,540,1 Dec 1965,1 Jul 1972,27 May 1994
Bugey,2,PWR,CP0,Operational,910,1 Nov 1972,1 Mar 1979,
Bugey,3,PWR,CP0,Operational,910,1 Sep 1973,1 Mar 1979,
Bugey,4,PWR,CP0,Operational,880,1 Jun 1974,1 Jul 1979,
Bugey,5,PWR,CP0,Operational,880,1 Jul 1974,3 Jan 1980,
Bugey,6,PWR,EPR2,Planned,1670,,,
Bugey,7,PWR,EPR2,Planned,1670,,,
Cattenom,1,PWR,P4 REP 1300,Operational,1300,29 Oct 1979,1 Apr 1987,
Cattenom,2,PWR,P4 REP 1300,Operational,1300,28 Jul 1980,1 Feb 1988,
Cattenom,3,PWR,P4 REP 1300,Operational,1300,15 Jun 1982,1 Feb 1991,
Cattenom,4,PWR,P4 REP 1300,Operational,1300,28 Sep 1983,1 Jan 1992,
Chinon,A-1,GCR,UNGG,Shut down,70,1 Feb 1957,1 Feb 1964,16 Apr 1973
Chinon,A-2,GCR,UNGG,Shut down,180,1 Aug 1959,24 Feb 1965,14 Jun 1985
Chinon,A-3,GCR,UNGG,Shut down,360,1 Mar 1961,4 Aug 1966,15 Jun 1990
Chinon,B-1,PWR,CP2,Operational,905,1 Mar 1977,1 Feb 1984,
Chinon,B-2,PWR,CP2,Operational,905,1 Mar 1977,1 Aug 1984,
Chinon,B-3,PWR,CP2,Operational,905,1 Oct 1980,4 Mar 1987,
Chinon,B-4,PWR,CP2,Operational,905,1 Feb 1981,1 Apr 1988,
Chooz,A-1,PWR,CHOOZ-A,Decommissioned,305,1 Jan 1962,15 Apr 1967,30 Oct 1991
Chooz,B-1,PWR,N4 REP 1450,Operational,1500,1 Jan 1984,15 May 2000,
Chooz,B-2,PWR,N4 REP 1450,Operational,1500,1 Jan 1984,15 May 2000,
Civaux,1,PWR,N4 REP 1450,Operational,1495,15 Oct 1988,29 Jan 2002,
Civaux,2,PWR,N4 REP 1450,Operational,1495,1 Apr 1991,23 Apr 2002,
Cruas,1,PWR,CP2,Operational,915,1 Aug 1978,2 Apr 1984,
Cruas,2,PWR,CP2,Operational,915,15 Nov 1978,1 Apr 1985,
Cruas,3,PWR,CP2,Operational,915,15 Apr 1979,10 Sep 1984,
Cruas,4,PWR,CP2,Operational,915,1 Oct 1979,11 Feb 1985,
Dampierre,1,PWR,CP1,Operational,890,1 Feb 1975,10 Sep 1980,
Dampierre,2,PWR,CP1,Operational,890,1 Apr 1975,16 Feb 1981,
Dampierre,3,PWR,CP1,Operational,890,1 Sep 1975,27 May 1981,
Dampierre,4,PWR,CP1,Operational,890,1 Dec 1975,20 Nov 1981,
Fessenheim,1,PWR,CP0,Shut down,880,1 Sep 1971,1 Jan 1978,22 Feb 2020
Fessenheim,2,PWR,CP0,Shut down,880,1 Feb 1972,1 Apr 1978,29 Jun 2020
Flamanville,1,PWR,P4 REP 1300,Operational,1330,1 Dec 1979,1 Dec 1986,
Flamanville,2,PWR,P4 REP 1300,Operational,1330,1 May 1980,9 Mar 1987,
Flamanville,3,PWR,EPR,Under construction,1600,3 Dec 2007,(2024)[67],
Golfech,1,PWR,P4 REP 1300,Operational,1310,17 Nov 1982,1 Feb 1991,
Golfech,2,PWR,P4 REP 1300,Operational,1310,1 Oct 1984,4 Mar 1994,
Gravelines,1,PWR,CP1,Operational,910,1 Feb 1975,25 Nov 1980,
Gravelines,2,PWR,CP1,Operational,910,1 Mar 1975,1 Dec 1980,
Gravelines,3,PWR,CP1,Operational,910,1 Dec 1975,1 Jun 1981,
Gravelines,4,PWR,CP1,Operational,910,1 Apr 1976,1 Oct 1981,
Gravelines,5,PWR,CP1,Operational,910,1 Oct 1979,15 Jan 1985,
Gravelines,6,PWR,CP1,Operational,910,1 Oct 1979,25 Oct 1985,
Gravelines,7,PWR,EPR2,Planned,1670,,,
Gravelines,8,PWR,EPR2,Planned,1670,,,
Nogent,1,PWR,P4 REP 1300,Operational,1310,26 May 1981,24 Feb 1988,
Nogent,2,PWR,P4 REP 1300,Operational,1310,1 Jan 1982,1 May 1989,
Paluel,1,PWR,P4 REP 1300,Operational,1330,15 Aug 1977,1 Dec 1985,
Paluel,2,PWR,P4 REP 1300,Operational,1330,1 Jan 1978,1 Dec 1985,
Paluel,3,PWR,P4 REP 1300,Operational,1330,1 Feb 1979,1 Feb 1986,
Paluel,4,PWR,P4 REP 1300,Operational,1330,1 Feb 1980,1 Jun 1986,
Penly,1,PWR,P4 REP 1300,Operational,1330,1 Sep 1982,1 Dec 1990,
Penly,2,PWR,P4 REP 1300,Operational,1330,1 Aug 1984,1 Nov 1992,
Penly,3,PWR,EPR2,Planned,1670,(2024),,
Penly,4,PWR,EPR2,Planned,1670,(2024)[68],,
Phénix,1,FBR,PH-250,Shut down,130,1 Nov 1968,14 Jul 1974,1 Feb 2010
Saint-Alban,1,PWR,P4 REP 1300,Operational,1335,29 Jan 1979,1 May 1986,
Saint-Alban,2,PWR,P4 REP 1300,Operational,1335,31 Jul 1979,1 Mar 1987,
Saint-Laurent,A-1,GCR,UNGG,Shut down,390,1 Oct 1963,1 Jun 1969,18 Apr 1990
Saint-Laurent,A-2,GCR,UNGG,Shut down,465,1 Jan 1966,1 Nov 1971,27 May 1992
Saint-Laurent,B-1,PWR,CP2,Operational,915,1 May 1976,1 Aug 1983,
Saint-Laurent,B-2,PWR,CP2,Operational,915,1 Jul 1976,1 Aug 1983,
Superphénix,1,FBR,Na-1200,Shut down/in decommissioning,1200,13 Dec 1976,1 Dec 1986,31 Dec 1998
Tricastin,1,PWR,CP1,Operational,915,1 Nov 1974,1 Dec 1980,
Tricastin,2,PWR,CP1,Operational,915,1 Dec 1974,1 Dec 1980,
Tricastin,3,PWR,CP1,Operational,915,1 Apr 1975,11 May 1981,
Tricastin,4,PWR,CP1,Operational,915,1 May 1975,1 Nov 1981,
Plant name - Germany,Unit No.,Type,Model,Status,Capacity (MW),Begin building,Commercial operation,Closed
AVR,1,HTGR,PBR Prototype,Shut down,13.0,1 Aug 1961,19 May 1969,31 Dec 1988
Biblis,1,PWR,Siemens-KWU,Shut down/in decommissioning,1167.0,1 Jan 1970,26 Feb 1975,6 Aug 2011
Biblis,2,PWR,KWU,Shut down/in decommissioning,1240.0,1 Feb 1972,31 Jan 1977,6 Aug 2011
Brokdorf,1,PWR,KWU,Shut down,1410.0,1 Jan 1976,22 Dec 1986,31 Dec 2021
Brunsbüttel,1,BWR,BWR-69,Shut down,771.0,15 Apr 1970,9 Feb 1977,6 Aug 2011
Emsland,1,PWR,Konvoi (KWU),Shut down,1329.0,10 Aug 1982,20 Jun 1988,15 Apr 2023
Grafenrheinfeld,1,PWR,KWU,Shut down,1275.0,1 Jan 1975,17 Jun 1982,27 Jun 2015
Greifswald,1,PWR,VVER-440/V-230,Shut down/in decommissioning,408.0,1 Mar 1970,12 Jul 1974,14 Feb 1990
Greifswald,2,PWR,VVER-440/V-230,Shut down/in decommissioning,408.0,1 Mar 1970,16 Apr 1975,14 Feb 1990
Greifswald,3,PWR,VVER-440/V-230,Shut down/in decommissioning,408.0,1 Apr 1972,1 May 1978,28 Feb 1990
Greifswald,4,PWR,VVER-440/V-230,Shut down/in decommissioning,408.0,1 Apr 1972,1 Nov 1979,22 Jul 1990
Greifswald,5,PWR,VVER-440/V-213,Shut down/in decommissioning,408.0,1 Dec 1976,1 Nov 1989,24 Nov 1989
Greifswald,6,PWR,VVER-440/V-213,Finished; never entered service,408.0,,,
Grohnde,1,PWR,KWU,Shut down,1360.0,1 Jun 1976,1 Feb 1985,31 Dec 2021[69]
Grosswelzheim,1,BWR,BWR,Dismantled,25.0,1 Jan 1965,2 Aug 1970,20 Apr 1971
Gundremmingen,A,BWR,"GE, BWR-1",Shut down/in decommissioning,237.0,12 Dec 1962,12 Apr 1967,13 Jan 1977
Gundremmingen,B,BWR,BWR-72 (KWU),Shut down,1284.0,20 Jul 1976,19 Jul 1984,31 Dec 2017[70]
Gundremmingen,C,BWR,BWR-72 (KWU),Shut down,1288.0,20 Jul 1976,18 Jan 1985,31 Dec 2021[69]
Isar,1,BWR,BWR-69,Shut down/in decommissioning,878.0,1 May 1972,21 Mar 1979,6 Aug 2011
Isar,2,PWR,Konvoi (KWU),Shut down,1410.0,15 Sep 1982,9 Apr 1988,15 Apr 2023
Kahl,1,BWR,BWR,Dismantled,15.0,1 Jul 1958,1 Feb 1962,25 Nov 1985
SNR-300,1,FBR,,Finished; never entered service,,1972,,1985
KNK II,1,FBR,,Shut down,17.0,1 Sep 1974,3 Mar 1979,23 Aug 1991
Krümmel,1,BWR,BWR-69 (KWU),Shut down,1346.0,5 Apr 1974,28 Mar 1984,6 Aug 2011
Lingen,1,BWR,BWR,Shut down,183.0,1 Oct 1964,1 Oct 1968,5 Jan 1977
Mülheim-Kärlich,1,PWR,B & W,Shut down/in decommissioning,1219.0,15 Jan 1975,8 Aug 1987,9 Sep 1988
MZFR,1,PHWR,PHWR,Shut down,52.0,1 Dec 1961,19 Dec 1966,3 May 1984
Neckarwestheim,1,PWR,KWU,Shut down,785.0,1 Feb 1972,1 Dec 1976,6 Aug 2011
Neckarwestheim,2,PWR,Konvoi (KWU),Shut down,1310.0,9 Nov 1982,15 Apr 1989,15 Apr 2023
Niederaichbach,1,HWGCR,Pressure tube reactor,Shut down/decommissioned,100.0,1 Jun 1966,1 Jan 1973,31 Jul 1974
Obrigheim,1,PWR,Siemens,Shut down/in decommissioning,340.0,15 Mar 1965,31 Mar 1969,11 May 2005
Philippsburg,1,BWR,BWR-69,Shut down,890.0,1 Oct 1970,26 Mar 1980,6 Aug 2011
Philippsburg,2,PWR,KWU,Shut down,1402.0,7 Jul 1977,18 Apr 1985,31 Dec 2019[71]
Rheinsberg,1,PWR,VVER-70,Shut down/in decommissioning,62.0,1 Jan 1960,11 Oct 1966,1 Jun 1990
Stade,1,PWR,Siemens,Shut down/in decommissioning,640.0,1 Dec 1967,19 May 1972,4 Nov 2003
Stendal,1,PWR,VVER-1000/V-320,Unfinished,,1983,,1990
Stendal,2,PWR,VVER-1000/V-320,Unfinished,,1983,,1990
THTR-300,1,HTGR,PBR,Decommissioned,296.0,3 May 1971,1 Jun 1987,29 Sep 1988
Unterweser,1,PWR,KWU,Shut down/in decommissioning,1345.0,1 Jul 1972,6 Sep 1979,6 Aug 2011
Würgassen,1,BWR,BWR-69 (AEG),Shut down/in decommissioning,640.0,26 Jan 1968,11 Nov 1975,26 Aug 1994
Plant name - Hungary,Unit No.,Type,Model,Status,Capacity (MW),Begin building,Commercial operation,Closed
Paks,1,PWR,VVER-440/V-213,Operational,470,1 Aug 1974,10 Aug 1983,
Paks,2,PWR,VVER-440/V-213,Operational,473,1 Aug 1974,14 Nov 1984,
Paks,3,PWR,VVER-440/V-213,Operational,473,1 Oct 1979,1 Dec 1986,
Paks,4,PWR,VVER-440/V-213,Operational,471,1 Oct 1979,1 Nov 1987,
Paks,5,PWR,VVER-1200,Planned,1114,(2024),,
Paks,6,PWR,VVER-1200,Planned,1114,(2024),,
Plant name - India,Unit No.,Type,Model,Status,Capacity (MW),Begin building,Commercial operation,Closed
Chutka,1,PHWR,IPHWR-700,Planned,630,,,
Chutka,2,PHWR,IPHWR-700,Planned,630,,,
Gorakhpur,1,PHWR,IPHWR-700,Under construction,630,,,
Gorakhpur,2,PHWR,IPHWR-700,Under construction,630,,,
Gorakhpur,3,PHWR,IPHWR-700,Planned,630,,,
Gorakhpur,4,PHWR,IPHWR-700,Planned,630,,,
Kaiga,1,PHWR,IPHWR-220[72],Operational,202,1 Sep 1989,16 Nov 2000,
Kaiga,2,PHWR,IPHWR-220[72],Operational,202,1 Dec 1989,16 Mar 2000,
Kaiga,3,PHWR,IPHWR-220[72],Operational,202,30 Mar 2002,6 May 2007,
Kaiga,4,PHWR,IPHWR-220[72],Operational,202,10 May 2002,20 Jan 2011,
Kaiga,5,PHWR,IPHWR-700,Under construction,630,,,
Kaiga,6,PHWR,IPHWR-700,Under construction,630,,,
Kakrapar,1,PHWR,IPHWR-220[72],Operational,202,1 Dec 1984,6 May 1993,
Kakrapar,2,PHWR,IPHWR-220[72],Operational,202,1 Apr 1985,1 Sep 1995,
Kakrapar,3,PHWR,IPHWR-700[73],Operational,630,22 Nov 2010,30 Jun 2023,
Kakrapar,4,PHWR,IPHWR-700[73],Operational,630,22 Nov 2010,31 Mar 2024,
Kalpakkam,1,SFR,PFBR[72],Under construction,490,23 Oct 2004,,
Kudankulam,1,PWR,VVER-1000/V-412,Operational,932,31 Mar 2002,31 Dec 2014,
Kudankulam,2,PWR,VVER-1000/V-412,Operational,932,4 Jul 2002,31 Mar 2017,
Kudankulam,3,PWR,VVER-1000/V-412,Under construction,917,30 Jun 2017,,
Kudankulam,4,PWR,VVER-1000/V-412,Under construction,917,23 Oct 2017,,
Kudankulam,5,PWR,VVER-1000/V-412,Under construction,917,29 Jun 2021,,
Kudankulam,6,PWR,VVER-1000/V-412,Under construction,917,20 Dec 2021[74],,
Madras,1,PHWR,IPHWR-220[72],Operation suspended (under maintenance),202,1 Jan 1971,27 Jan 1984,
Madras,2,PHWR,IPHWR-220[72],Operational,202,1 Oct 1972,21 Mar 1986,
Mahi Banswara,1,PHWR,IPHWR-700,Planned,630,,,
Mahi Banswara,2,PHWR,IPHWR-700,Planned,630,,,
Mahi Banswara,3,PHWR,IPHWR-700,Planned,630,,,
Mahi Banswara,4,PHWR,IPHWR-700,Planned,630,,,
Narora,1,PHWR,IPHWR-220[72],Operational,202,1 Dec 1976,1 Jan 1991,
Narora,2,PHWR,IPHWR-220[72],Operational,202,1 Nov 1977,1 Jul 1992,
Rajasthan,1,PHWR,CANDU[72],Shut down,90,1 Aug 1965,16 Dec 1973,9 Oct 2004[75]
Rajasthan,2,PHWR,CANDU[72],Operational,187,1 Apr 1968,1 Apr 1981,
Rajasthan,3,PHWR,IPHWR-220[72],Operational,202,1 Feb 1990,1 Jun 2000,
Rajasthan,4,PHWR,IPHWR-220[72],Operational,202,1 Oct 1990,23 Dec 2000,
Rajasthan,5,PHWR,IPHWR-220[72],Operational,202,18 Sep 2002,4 Feb 2010,
Rajasthan,6,PHWR,IPHWR-220[72],Operational,202,20 Jan 2003,31 Mar 2010,
Rajasthan,7,PHWR,IPHWR-700[73],Under construction,630,18 Jul 2011,,
Rajasthan,8,PHWR,IPHWR-700[73],Under construction,630,30 Sep 2011,,
Tarapur,1,BWR,"BWR-1, Mark 1",Operation suspended (under maintenance),150,1 Oct 1964,28 Oct 1969,
Tarapur,2,BWR,"BWR-1, Mark 1",Operation suspended (under maintenance),150,1 Oct 1964,28 Oct 1969,
Tarapur,3,PHWR,IPHWR-540,Operational,490,12 May 2000,18 Aug 2006,
Tarapur,4,PHWR,IPHWR-540,Operational,490,8 Mar 2000,12 Sep 2005,
Plant name - Iran,Unit No.,Type,Model,Status,Capacity (MW),Begin building,Commercial operation,Closed
Bushehr,1,PWR,VVER-1000/V-446,Operational,915,1 May 1975,23 Sep 2013,
Bushehr,2,PWR,VVER-1000/V-528,Under construction,915,27 Sep 2019,,
Bushehr,3,PWR,VVER-1000,Planned,915,,,
Darkhovin,1,PWR,,Unfinished; restart planned,360,,,
Plant name - Italy,Unit No.,Type,Model,Status,Capacity (MW),Begin building,Commercial operation,Closed
Caorso,1,BWR,BWR-4 Mark2,Shut down/in decommissioning,860,1 Jan 1970,1 Dec 1981,1 Jul 1990
Enrico Fermi,1,PWR,WH 4-loop,Shut down/in decommissioning,260,1 Jul 1961,1 Jan 1965,1 Jul 1990
Garigliano,1,BWR,BWR-1,Shut down/in decommissioning,150,1 Nov 1959,1 Jun 1964,1 Mar 1982
Latina,1,GCR,Magnox,Shut down/in decommissioning,153,1 Nov 1958,1 Jan 1964,1 Dec 1987
Alto Lazio,1,BWR,,Unfinished,982,1 Jul 1982,,1 Jan 1988
Alto Lazio,2,BWR,,Unfinished,982,1 Jul 1982,,1 Jul 1988
Trino 2 [IT],1,PWR,,Unfinished,950,,,23 Dec 1987
Trino 2 [IT],2,PWR,,Unfinished,950,,,23 Dec 1987
Plant name - Japan,Unit No.,Type,Model,Status,Capacity (MW),Begin building,Commercial operation,Closed
Fugen,1,HWLWR,ATR,Shut down,148,10 May 1972,20 Mar 1979,29 Mar 2003
Fukushima Daiichi,1,BWR,BWR-3,Inoperable,439,25 Jul 1967,26 Mar 1971,19 May 2011
Fukushima Daiichi,2,BWR,BWR-4,Inoperable,760,9 Jun 1969,18 Jul 1974,19 May 2011
Fukushima Daiichi,3,BWR,BWR-4,Inoperable,760,28 Dec 1970,27 Mar 1976,19 May 2011
Fukushima Daiichi,4,BWR,BWR-4,Inoperable,760,12 Feb 1973,12 Oct 1978,19 May 2011
Fukushima Daiichi,5,BWR,BWR-4,Shut down,760,22 May 1972,18 Apr 1978,17 Dec 2013
Fukushima Daiichi,6,BWR,BWR-5,Shut down,1067,26 Oct 1973,24 Oct 1979,17 Dec 2013
Fukushima Daini,1,BWR,BWR-5,Shut down,1067,16 Mar 1976,20 Apr 1982,30 Sep 2019
Fukushima Daini,2,BWR,BWR-5,Shut down,1067,25 May 1979,3 Feb 1984,30 Sep 2019
Fukushima Daini,3,BWR,BWR-5,Shut down,1067,23 Mar 1981,21 Jun 1985,30 Sep 2019
Fukushima Daini,4,BWR,BWR-5,Shut down,1067,28 May 1981,25 Aug 1987,30 Sep 2019
Genkai,1,PWR,Mitsubishi (2-loop),Shut down,529,15 Sep 1971,15 Oct 1975,27 Apr 2015
Genkai,2,PWR,Mitsubishi (2-loop),Shut down,529,1 Feb 1977,30 Mar 1981,9 Apr 2019
Genkai,3,PWR,Mitsubishi (4-loop),Operational,1127,1 Jun 1988,18 Mar 1994,
Genkai,4,PWR,Mitsubishi (4-loop),Operational[76],1127,15 Jul 1992,25 Jul 1997,
Hamaoka,1,BWR,BWR-4,Shut down,515,10 Jun 1971,17 Mar 1976,30 Jan 2009
Hamaoka,2,BWR,BWR-4,Shut down,806,14 Jun 1974,29 Nov 1978,30 Jan 2009
Hamaoka,3,BWR,BWR-5,Operation suspended (under review)[77],1056,18 Apr 1983,28 Aug 1987,
Hamaoka,4,BWR,BWR-5,Operation suspended (under review)[77],1092,13 Oct 1989,3 Sep 1993,
Hamaoka,5,BWR,ABWR,Operation suspended,1325,12 Jul 2000,18 Jan 2005,
Higashidōri (Tōhoku),1,BWR,BWR-5,Operation suspended (under review)[77],1067,7 Nov 2000,8 Dec 2005,
Higashidōri (Tokyo),1,BWR,ABWR,Unfinished; restart planned,1350,25 Jan 2011[78],,
Ikata,1,PWR,Mitsubishi (2-loop),Shut down,538,1 Sep 1973,30 Sep 1977,25 Mar 2016
Ikata,2,PWR,Mitsubishi (2-loop),Shut down,538,1 Aug 1978,19 Mar 1982,27 Mar 2018
Ikata,3,PWR,Mitsubishi (3-loop),Operational,846,1 Oct 1990,15 Dec 1994,
Kashiwazaki-Kariwa,1,BWR,BWR-5,Operation suspended,1067,5 Jun 1980,18 Sep 1985,
Kashiwazaki-Kariwa,2,BWR,BWR-5,Operation suspended,1067,18 Nov 1985,28 Sep 1990,
Kashiwazaki-Kariwa,3,BWR,BWR-5,Operation suspended,1067,7 Mar 1989,11 Aug 1993,
